tweet,label
is_authentic_yes is_tone_yes posemo_yes certain_yes achieve_yes power_yes reward_yes many_sixltr has_hashtag  icymi won northern mariana islands gop caucus earlier today taking delegates primaryday ,LER
is_analytic_yes is_authentic_yes cause_yes netspeak_yes has_hashtag has_url  early early results starting come flprimary follow ,LER
is_authentic_no cause_yes hear_yes achieve_yes power_yes netspeak_yes many_sixltr has_url  authorities say truck hit shifted train tracks causing kansas derailment ,LER
is_authentic_no netspeak_yes few_sixltr has_qmark has_photo has_hashtag has_url  states voted today primaryday ,LER
is_clout_no is_authentic_yes is_tone_yes posemo_yes tentat_yes differ_yes achieve_yes reward_yes netspeak_yes many_sixltr low_wps has_qmark has_hashtag has_url  really home court advantage flprimary primaryday ,LER
is_authentic_yes is_tone_no negemo_yes anger_yes netspeak_yes many_sixltr has_hashtag has_url  consensus going primaryday tuesday confrontations trump events alienate galvanize movement ,LER
is_analytic_yes is_authentic_yes cause_yes achieve_yes power_yes reward_yes netspeak_yes high_wps has_animated_gif has_hashtag has_url  caught election ahead megatuesday results ,LER
is_analytic_yes netspeak_yes low_wps has_hashtag has_url  details wamu wmata shutdown ,LER
is_analytic_yes is_authentic_yes netspeak_yes many_sixltr has_url  follow updates washington metro shutdown ,LER
is_analytic_yes is_authentic_no is_tone_yes posemo_yes certain_yes achieve_yes power_yes reward_yes netspeak_yes has_hashtag has_url  megatuesday winner ohprimary flprimary biggest prizes gop ,LER
is_analytic_no is_clout_yes is_authentic_yes insight_yes netspeak_yes few_sixltr low_wps has_qmark has_url  think know irish food ,LER
is_analytic_yes is_authentic_yes power_yes netspeak_yes has_url  cancer arthritis drugs drive spending medicines ,LER
is_clout_no is_tone_yes posemo_yes achieve_yes power_yes reward_yes netspeak_yes has_url  achievement unlocked google alphago wins series ,LER
is_authentic_no certain_yes reward_yes netspeak_yes has_qmark has_hashtag has_url  stake megatuesday details ,LER
is_authentic_no is_tone_yes posemo_yes achieve_yes power_yes reward_yes netspeak_yes has_url  dallas seavey wins fourth iditarod championship ,LER
is_analytic_yes affiliation_yes achieve_yes netspeak_yes many_sixltr has_url  sarah palin husband recovering snowmobile crash ,LER
is_analytic_yes is_authentic_yes affiliation_yes netspeak_yes has_hashtag has_url  come inside news introducing new podcast nprembedded ,LER
is_clout_no is_authentic_yes insight_yes differ_yes power_yes netspeak_yes has_photo has_url  politics long divisive examines campaign brink ,LER
is_analytic_yes hear_yes netspeak_yes has_hashtag has_url  icymi npr new podcast way nprembedded listen trailer subscribe ,LER
is_analytic_yes is_authentic_yes netspeak_yes many_sixltr has_url  bombing ankara turkey hits kurdish targets northern iraq ,LER
tentat_yes netspeak_yes has_url  amtrak train derails near dodge city kansas injuring 20 passengers ,LER
is_authentic_yes is_tone_no negemo_yes risk_yes netspeak_yes many_sixltr has_url  year fatal germanwings crash new preventative measures suggested ,LER
is_analytic_yes is_clout_no is_authentic_yes cause_yes differ_yes see_yes reward_yes netspeak_yes many_sixltr low_wps has_hashtag has_url  candidate different proposals thursday gopdebate takes deeper look ,LER
hear_yes netspeak_yes low_wps has_hashtag has_url  npr listening talk sxsw ,LER
is_analytic_yes is_clout_no is_authentic_yes cause_yes tentat_yes differ_yes netspeak_yes many_sixltr has_url  2014 npr reported different kind kerfuffle caused chicago ,LER
is_analytic_yes insight_yes cause_yes netspeak_yes has_url  state dinner guest list letter writer ignites imaginations ,LER
is_analytic_yes is_tone_no negemo_yes anger_yes achieve_yes power_yes netspeak_yes high_wps has_url  stories syrian violence blamed major powers putin aide died injuries ,LER
is_authentic_no see_yes netspeak_yes few_sixltr has_url  12th republican debate 100 words videos ,LER
is_authentic_yes cause_yes power_yes netspeak_yes has_url  new vatican rules spreadsheets saint making process ,LER
is_analytic_yes is_clout_no power_yes netspeak_yes low_wps has_qmark has_hashtag has_url  hiv outbreak rural indiana town biker shootout negative campaign nprembedded ,LER
achieve_yes power_yes netspeak_yes many_sixltr has_url  stories isis documents leaked deadly pennsylvania shooting ,LER
is_authentic_yes is_tone_yes posemo_yes achieve_yes reward_yes netspeak_yes few_sixltr has_qmark has_url  ready fun shoes wait long airport lines ,LER
is_analytic_no is_clout_no insight_yes differ_yes power_yes netspeak_yes many_sixltr has_url  aung san suu kyi apologizes myanmar president ,LER
is_analytic_yes is_authentic_yes achieve_yes power_yes netspeak_yes has_url  volkswagen executive steps ,LER
is_authentic_no posemo_yes negemo_yes anger_yes cause_yes discrep_yes tentat_yes achieve_yes power_yes netspeak_yes many_sixltr has_url  hopes isis prisoner lead americans chemical weapons ,LER
is_authentic_no discrep_yes power_yes netspeak_yes has_photo has_url  canadian prime minister residence drafty leaky desparate need repair ,LER
is_authentic_no is_tone_yes posemo_yes affiliation_yes netspeak_yes many_sixltr low_wps has_exclam has_url  welcome ofeibea ,LER
is_analytic_yes affiliation_yes power_yes netspeak_yes many_sixltr high_wps has_url  epic missouri filibuster shielding opponents sex weddings ends ,LER
is_authentic_yes is_tone_yes posemo_yes achieve_yes power_yes netspeak_yes many_sixltr has_url  stories ferguson reviews court agreement yesterday voting ,LER
is_authentic_yes insight_yes cause_yes netspeak_yes many_sixltr has_url  headlines explain tuesday primary results michigan ,LER
is_authentic_no achieve_yes power_yes netspeak_yes has_url  ferguson council revives deal courts police plans vote ,LER
is_analytic_yes is_tone_yes posemo_yes achieve_yes power_yes reward_yes netspeak_yes few_sixltr has_url  ted cruz projected win idaho primary win night polls hawaii gop caucus close 30 mins ,LER
is_authentic_no discrep_yes netspeak_yes has_url  man wanted idaho pastor shooting arrested washington ,LER
is_authentic_yes hear_yes netspeak_yes few_sixltr has_url  ohio gov john kasich speaking columbus ,LER
is_authentic_no differ_yes power_yes netspeak_yes many_sixltr has_url  hulk hogan testifies 100 million lawsuit gawker ,LER
is_analytic_yes is_authentic_yes affiliation_yes netspeak_yes high_wps has_url  join 6pm et twitter chat reinventing american city right event pittsburgh ,LER
is_authentic_no is_tone_yes posemo_yes cause_yes discrep_yes tentat_yes achieve_yes power_yes netspeak_yes has_url  google neural network hopes beat world champion ,LER
is_clout_yes netspeak_yes few_sixltr high_wps has_url  father son discuss quick action saved son flying baseball bat ,LER
achieve_yes power_yes netspeak_yes many_sixltr has_url  stories california train derailment nancy reagan funeral ,LER
is_analytic_no is_authentic_yes differ_yes affiliation_yes achieve_yes power_yes netspeak_yes assent_yes has_url  team talks debates contests coming week madonna yes really ,LER
is_tone_no negemo_yes sad_yes cause_yes affiliation_yes netspeak_yes few_sixltr has_photo has_url  little missing nov 23 2013 woman wrote ,LER
is_analytic_yes is_authentic_no differ_yes affiliation_yes netspeak_yes few_sixltr has_photo has_url  china story sisters different lives ,LER
is_authentic_yes achieve_yes power_yes netspeak_yes many_sixltr has_url  eu leaders turkey discuss closing main migration route northern europe ,LER
is_analytic_yes is_clout_yes is_authentic_no insight_yes hear_yes affiliation_yes power_yes netspeak_yes few_sixltr has_photo has_url  listener asks npr frank langfitt help china ,LER
is_authentic_yes is_tone_no negemo_yes anx_yes anger_yes cause_yes achieve_yes power_yes risk_yes netspeak_yes many_sixltr has_url  stories north korea makes new threat sunday presidential contests ,LER
is_analytic_no is_authentic_no netspeak_yes many_sixltr low_wps has_url  portraits stunning ,LER
is_analytic_yes is_authentic_no is_tone_yes posemo_yes achieve_yes reward_yes netspeak_yes has_url  donald trump won kentucky republican caucuses according ap ,LER
posemo_yes insight_yes tentat_yes netspeak_yes has_url  answer 10 explanation easy question ,LER
is_analytic_yes is_authentic_yes netspeak_yes has_hashtag has_url  nprreads stories march right weekend ,LER
is_analytic_yes is_authentic_yes achieve_yes power_yes netspeak_yes few_sixltr has_url  money ambition inside china bid global soccer power ,LER
is_analytic_no is_authentic_no is_tone_yes posemo_yes achieve_yes power_yes reward_yes netspeak_yes low_wps has_qmark has_url  winning ,LER
power_yes netspeak_yes many_sixltr has_url  turkish courts assign new management opposition newspaper ,LER
is_analytic_yes is_tone_no negemo_yes sad_yes see_yes affiliation_yes power_yes netspeak_yes has_photo has_url  missing hunt began near china golden triangle infamous trafficking ,LER
is_authentic_yes is_tone_no negemo_yes anger_yes insight_yes feel_yes netspeak_yes assent_yes many_sixltr low_wps has_url  destructive jackdaws leave preservationists grasping straws ,LER
cause_yes netspeak_yes few_sixltr has_photo has_url  13 year old afghan migrant makes way calais jungle ,LER
is_authentic_no netspeak_yes has_url  story ,LER
achieve_yes power_yes netspeak_yes many_sixltr has_url  stories february jobless rate brazil president detained ,LER
is_analytic_yes is_authentic_yes power_yes netspeak_yes few_sixltr has_url  1975 small town arkansas gay couple stayed closet ,LER
is_authentic_no see_yes affiliation_yes netspeak_yes has_exclam has_hashtag has_url  live watch performance firstlistenlive ,LER
is_analytic_yes is_clout_yes insight_yes see_yes hear_yes affiliation_yes power_yes netspeak_yes few_sixltr has_url  listener asks npr help china search ,LER
is_analytic_yes is_authentic_yes netspeak_yes few_sixltr has_url  new york mayor march st patrick day parade year boycott ,LER
is_authentic_no netspeak_yes has_photo has_url  trump reality tv years ,LER
is_analytic_yes cause_yes see_yes power_yes netspeak_yes has_url  students use petition teacher return racy photos emerge ,LER
is_analytic_no is_clout_yes is_authentic_no is_tone_yes posemo_yes hear_yes affiliation_yes reward_yes netspeak_yes has_animated_gif has_hashtag has_url  hear loves good gifparty ,LER
is_analytic_no is_authentic_yes is_tone_no negemo_yes sad_yes tentat_yes differ_yes netspeak_yes few_sixltr has_qmark has_photo has_url  checks longer mail far fewer miss ,LER
is_analytic_yes is_authentic_yes achieve_yes power_yes reward_yes netspeak_yes few_sixltr high_wps has_url  stories north korea hits sea gas leak residents home ,LER
is_clout_no is_authentic_yes differ_yes netspeak_yes few_sixltr high_wps has_url  appeals court gives residents 30 days return home porter ranch leak ,LER
is_analytic_yes is_authentic_no insight_yes discrep_yes tentat_yes power_yes netspeak_yes has_url  remain skeptical need emergency supplemental funding requested obama administration ,LER
tentat_yes see_yes power_yes netspeak_yes few_sixltr high_wps has_url  mh370 search high possibility debris mozambique boeing 777 ,LER
is_analytic_no is_authentic_yes insight_yes cause_yes power_yes netspeak_yes few_sixltr high_wps has_url  divided high court gives little hint decide abortion case ,LER
is_analytic_yes is_tone_yes posemo_yes cause_yes achieve_yes netspeak_yes many_sixltr has_url  headlines super tuesday results ,LER
is_authentic_yes is_tone_yes posemo_yes cause_yes achieve_yes power_yes netspeak_yes many_sixltr has_url  stories super tuesday results lapd shootings 2015 ,LER
is_analytic_yes is_authentic_no is_tone_yes posemo_yes achieve_yes power_yes reward_yes many_sixltr has_hashtag  supertuesday update donald trump projected winner vermont republican primary according ap ,LER
is_analytic_no is_authentic_no is_tone_no negemo_yes anger_yes hear_yes affiliation_yes achieve_yes power_yes netspeak_yes few_sixltr has_url  ted cruz campaign campaign beaten beat beat donald trump listen live ,LER
is_clout_yes cause_yes hear_yes affiliation_yes power_yes reward_yes netspeak_yes low_wps has_hashtag has_url  ted cruz taking stage stafford texas listen live tweet response supertuesday ,LER
is_analytic_no is_clout_yes is_authentic_no posemo_yes discrep_yes certain_yes hear_yes affiliation_yes power_yes reward_yes few_sixltr high_wps has_hashtag  supertuesday trump said unify republican party adding clinton ,LER
is_analytic_yes hear_yes netspeak_yes few_sixltr has_photo has_url  donald trump chris christie left speaks palm beach fla ,LER
is_tone_yes posemo_yes achieve_yes power_yes reward_yes netspeak_yes few_sixltr has_hashtag has_url  supertuesday clinton trump notch big southern wins texas okla cruz ,LER
is_clout_yes is_authentic_no cause_yes hear_yes affiliation_yes netspeak_yes few_sixltr has_url  listen donald trump live tweet response ,LER
is_analytic_yes is_authentic_yes hear_yes power_yes netspeak_yes few_sixltr has_url  listen chris christie speaking live donald trump event palm beach fla trump ,LER
is_tone_yes posemo_yes tentat_yes certain_yes achieve_yes power_yes reward_yes netspeak_yes few_sixltr has_url  john kasich win large states winner states ala live ,LER
is_analytic_yes is_authentic_yes power_yes reward_yes netspeak_yes few_sixltr has_hashtag has_url  caught supertuesday live blog stream ,LER
is_analytic_yes hear_yes netspeak_yes few_sixltr has_url  listen marco rubio ,LER
is_analytic_yes hear_yes netspeak_yes low_wps has_url  rubio speaking miami fla ,LER
is_authentic_no is_tone_yes posemo_yes achieve_yes power_yes reward_yes has_hashtag  supertuesday ted cruz projected winner oklahoma gop primary according ap cruz projected win texas ,LER
is_analytic_yes is_tone_yes posemo_yes netspeak_yes has_photo has_hashtag has_url  supporters cheer rep pres candidate marco rubio supertuesday event miami ,LER
is_analytic_no is_authentic_yes see_yes many_sixltr has_hashtag  supertuesday polls closing colorado minnesota texas ,LER
is_analytic_yes is_authentic_no is_tone_yes posemo_yes achieve_yes power_yes reward_yes many_sixltr has_hashtag  supertuesday update donald trump projected winner virginia gop primary according ap ,LER
is_authentic_yes tentat_yes differ_yes hear_yes reward_yes netspeak_yes low_wps has_hashtag has_url  hillary clinton taking stage florida listen local npr station supertuesday ,LER
is_authentic_yes is_tone_yes posemo_yes achieve_yes power_yes reward_yes netspeak_yes has_hashtag has_url  clinton trump notched early supertuesday wins south ,LER
insight_yes netspeak_yes many_sixltr low_wps has_hashtag has_url  supertuesday analysis ,LER
is_authentic_yes tentat_yes differ_yes hear_yes netspeak_yes has_photo has_hashtag has_url  hear npr live coverage supertuesday local npr station ,LER
is_analytic_no is_clout_yes is_authentic_no cause_yes hear_yes achieve_yes power_yes netspeak_yes high_wps has_hashtag has_url  people galvanizing donald trump leader says supertuesday live ,LER
is_authentic_yes tentat_yes differ_yes hear_yes netspeak_yes has_photo has_hashtag has_url  listen npr live coverage supertuesday local npr station ,LER
is_analytic_yes feel_yes power_yes netspeak_yes few_sixltr none  texas crown jewel evening 155 delegates grabs republicans 222 dems polls close 9pm et ,LER
is_analytic_yes is_authentic_yes is_tone_yes posemo_yes hear_yes achieve_yes power_yes reward_yes netspeak_yes few_sixltr high_wps has_hashtag has_url  texas big prize night sides says live supertuesday ,LER
is_analytic_yes is_authentic_no is_tone_yes posemo_yes achieve_yes power_yes reward_yes many_sixltr has_hashtag  donald trump projected winner republican primary georgia according ap supertuesday ,LER
is_analytic_no is_authentic_no posemo_yes cause_yes discrep_yes differ_yes hear_yes achieve_yes power_yes reward_yes netspeak_yes high_wps has_url  bernie sanders campaign say states expect win says live ,LER
is_analytic_yes is_authentic_yes hear_yes netspeak_yes high_wps has_url  virginia close republican says live podcast ,LER
is_clout_no is_authentic_yes posemo_yes tentat_yes differ_yes power_yes netspeak_yes many_sixltr has_hashtag has_url  georgia 2nd largest delegates tonight important barometer shift gop race ,LER
is_analytic_yes is_authentic_no posemo_yes hear_yes affiliation_yes netspeak_yes has_exclam has_photo has_url  head listen live special podcast ,LER
is_analytic_yes is_authentic_yes is_tone_yes posemo_yes achieve_yes power_yes reward_yes many_sixltr high_wps has_hashtag  supertuesday democratic clinton projected win democratic primary georgia virginia according ap ,LER
is_analytic_yes is_clout_yes is_authentic_no is_tone_yes posemo_yes hear_yes affiliation_yes netspeak_yes high_wps has_url  head listen live special podcast ,LER
is_clout_yes is_authentic_yes posemo_yes tentat_yes hear_yes affiliation_yes netspeak_yes few_sixltr low_wps has_qmark has_url  visit yosemite like hear reach email thanks ,LER
is_analytic_no is_clout_yes is_authentic_no insight_yes discrep_yes few_sixltr has_qmark has_hashtag  want know supertuesday ,LER
is_authentic_no is_tone_no negemo_yes cause_yes affiliation_yes netspeak_yes many_sixltr has_url  israeli troops using waze app stray palestinian camp sparking violence ,LER
is_authentic_yes posemo_yes differ_yes achieve_yes netspeak_yes few_sixltr has_url  super tuesday came 1980 states held contests ,LER
is_authentic_yes insight_yes power_yes netspeak_yes many_sixltr has_url  transgender bathroom decision south dakota governor ,LER
is_authentic_yes is_tone_no negemo_yes anger_yes insight_yes feel_yes power_yes netspeak_yes many_sixltr has_url  years syria moderate rebels exhausted feel sidelined ,LER
is_analytic_no is_authentic_no discrep_yes hear_yes reward_yes netspeak_yes few_sixltr has_photo has_url  seized 2011 osama bin laden said 29m spent jihad ,LER
is_analytic_yes is_authentic_yes netspeak_yes has_hashtag has_url  southern states vote sec primary states outside south vote supertuesday ,LER
is_authentic_no insight_yes cause_yes affiliation_yes achieve_yes netspeak_yes has_url  british umbrage greets decision french firm make famed medals ,LER
is_analytic_yes is_tone_yes posemo_yes insight_yes affiliation_yes achieve_yes reward_yes netspeak_yes has_url  skunk bear golden mole award accidental brilliance celebrates luck role scientific discovery ,LER
is_tone_no posemo_yes negemo_yes anger_yes achieve_yes power_yes netspeak_yes many_sixltr has_url  stories super tuesday voting war crimes charges destroying artifacts ,LER
is_clout_yes is_authentic_no insight_yes cause_yes affiliation_yes power_yes netspeak_yes many_sixltr has_url  using billboards company collect personal information help advertisers ,LER
is_authentic_yes netspeak_yes high_wps has_url  follow npr stranded little town greenland documenting ,LER
netspeak_yes many_sixltr has_url  argentina reaches settlement hedge funds ending 15 year dispute ,LER
is_analytic_no is_authentic_yes see_yes power_yes netspeak_yes has_url  watch live south korean lawmakers filibuster seventh day ,LER
is_authentic_yes achieve_yes power_yes netspeak_yes has_url  stories student held north korea deadly russian blast ,LER
