tweet,label
is_analytic_no posemo_yes cause_yes achieve_yes reward_yes netspeak_yes has_exclam has_photo has_hashtag has_url  great american smokeout nov 21 make day quit iquit quitforgood ,HER
is_analytic_yes is_authentic_yes risk_yes low_wps none  breaking people escaped joseph kony lra details come ,HER
is_clout_no is_tone_yes posemo_yes cause_yes differ_yes achieve_yes power_yes reward_yes netspeak_yes few_sixltr low_wps has_photo has_url  small deeds better great plans ,HER
is_authentic_yes tentat_yes achieve_yes power_yes reward_yes netspeak_yes has_photo has_url  wholeheartedly order achieve worth having frank lloyd wright ,HER
is_analytic_no is_clout_yes insight_yes tentat_yes certain_yes affiliation_yes netspeak_yes low_wps has_hashtag has_url  assume engrossed sfbatkid today doing right ,HER
is_authentic_yes netspeak_yes few_sixltr low_wps has_photo has_hashtag has_url  year ago today movedc ,HER
is_analytic_no is_clout_no is_authentic_yes differ_yes hear_yes power_yes few_sixltr none  raise voice shout voice heard malala yousafzai ,HER
is_clout_yes is_authentic_yes cause_yes tentat_yes differ_yes low_wps none  world changed example opinion paulo coelho ,HER
is_authentic_yes posemo_yes negemo_yes anx_yes achieve_yes power_yes reward_yes risk_yes netspeak_yes has_url  today great american smokeout smokers quit taking important step reducing cancer risk ,HER
is_analytic_no is_clout_no is_authentic_yes is_tone_yes posemo_yes cause_yes discrep_yes achieve_yes netspeak_yes few_sixltr has_photo has_url  wonderful need wait single moment starting improve world anne frank ,HER
is_analytic_no is_authentic_yes is_tone_no negemo_yes anx_yes anger_yes tentat_yes certain_yes power_yes risk_yes many_sixltr low_wps none  injustice threat justice martin luther king jr ,HER
is_analytic_no is_clout_yes is_authentic_yes is_tone_yes posemo_yes insight_yes discrep_yes certain_yes differ_yes affiliation_yes power_yes few_sixltr none  express gratitude forget highest appreciation utter words live jfk ,HER
is_tone_no negemo_yes anger_yes achieve_yes power_yes netspeak_yes has_url  breaking updf kills kony commander ambush ,HER
is_analytic_no is_clout_no is_tone_no negemo_yes cause_yes discrep_yes tentat_yes differ_yes affiliation_yes risk_yes few_sixltr has_qmark none  live make life difficult george eliot ,HER
is_clout_yes is_tone_yes posemo_yes discrep_yes tentat_yes affiliation_yes netspeak_yes low_wps has_exclam has_photo has_hashtag has_url  today givingtuesday donate provide hope cancer patients families thank ,HER
is_analytic_no posemo_yes negemo_yes sad_yes insight_yes discrep_yes tentat_yes certain_yes differ_yes affiliation_yes achieve_yes power_yes risk_yes netspeak_yes nonflu_yes few_sixltr low_wps has_photo has_url  accept finite disappointment lose infinite hope martin luther king jr ,HER
is_analytic_no differ_yes see_yes affiliation_yes netspeak_yes few_sixltr low_wps has_photo has_url  things tomlinson ,HER
is_clout_yes is_tone_yes posemo_yes certain_yes see_yes affiliation_yes power_yes reward_yes netspeak_yes has_photo has_url  look good meet respect journey steve maraboli ,HER
is_analytic_yes is_authentic_yes is_tone_yes posemo_yes insight_yes certain_yes power_yes many_sixltr none  nelson mandela forever remain inspiration seeking justice world ,HER
netspeak_yes low_wps has_photo has_url    ,HER
is_analytic_no is_clout_yes is_authentic_yes insight_yes netspeak_yes has_photo has_url  majority pause reflect mark twain ,HER
is_clout_yes posemo_yes see_yes affiliation_yes power_yes netspeak_yes many_sixltr has_url  breaking news 19 members joseph kony lord resistance army peacefully surrender exclusive photos blog ,HER
is_clout_yes posemo_yes affiliation_yes power_yes risk_yes netspeak_yes has_photo has_url  welcome home 19 members joseph kony lord resistance army escaped details ,HER
is_clout_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes many_sixltr low_wps has_exclam has_photo has_url  ursuline academy invisible children club reached 40 000 fundraising goal tonight awe ,HER
is_analytic_no is_clout_no is_authentic_yes differ_yes few_sixltr low_wps none  length life depth life ralph waldo emerson ,HER
is_clout_yes is_tone_yes posemo_yes cause_yes discrep_yes tentat_yes affiliation_yes achieve_yes netspeak_yes has_url  share holiday message hope kids create virtual ornament today ,HER
is_analytic_no is_tone_yes posemo_yes tentat_yes netspeak_yes low_wps has_photo has_url  peace possible ,HER
is_analytic_yes is_authentic_yes posemo_yes insight_yes netspeak_yes has_exclam has_hashtag has_url  kids christmas spirit send patient inspired card today ,HER
is_analytic_yes is_clout_yes is_tone_yes posemo_yes affiliation_yes netspeak_yes many_sixltr high_wps has_photo has_hashtag has_url  thanks visiting providing holiday surprise patient families hoops4stjude nbagivebig ,HER
is_authentic_yes insight_yes certain_yes affiliation_yes achieve_yes netspeak_yes low_wps has_exclam has_qmark has_photo has_url  birthday mean cancer survivor day celebration trish ,HER
is_analytic_yes is_tone_yes posemo_yes cause_yes tentat_yes netspeak_yes many_sixltr high_wps has_photo has_url  thanks making possible surprise patient brooke shopping spree ,HER
is_analytic_yes is_clout_yes is_tone_yes posemo_yes few_sixltr low_wps has_exclam has_hashtag  merrychristmas kids ,HER
is_analytic_yes is_clout_yes see_yes affiliation_yes power_yes netspeak_yes few_sixltr high_wps has_url  flex financial muscles kids end year gift help crush childhood cancer video ,HER
is_analytic_yes posemo_yes insight_yes cause_yes netspeak_yes few_sixltr has_url  forget 12 31 day make tax deductible gift support kids st jude ,HER
is_analytic_yes is_tone_yes posemo_yes tentat_yes differ_yes see_yes affiliation_yes achieve_yes netspeak_yes few_sixltr has_exclam has_hashtag has_url  thanks zeldathon supporting kids view stream donate video game challenges ,HER
is_analytic_yes insight_yes cause_yes netspeak_yes many_sixltr high_wps has_photo has_hashtag has_url  patient coraliz used gift imagination design crystal nye ball ,HER
is_analytic_yes is_authentic_yes hear_yes affiliation_yes high_wps has_exclam has_hashtag  hour ring newyear nye ball drop featuring crystal design patient coraliz ,HER
is_analytic_yes is_tone_yes posemo_yes netspeak_yes few_sixltr low_wps has_exclam has_photo has_hashtag has_url  happy newyear kids ,HER
is_clout_yes is_authentic_yes is_tone_no negemo_yes anger_yes insight_yes certain_yes affiliation_yes achieve_yes power_yes risk_yes few_sixltr none  2013 83 people escaped joseph kony rebel gang continue work man woman child returned home ,HER
is_analytic_no is_clout_yes is_authentic_yes insight_yes discrep_yes tentat_yes differ_yes see_yes netspeak_yes few_sixltr has_photo has_url  want know future look doing moment ,HER
is_analytic_no is_clout_no is_tone_yes posemo_yes certain_yes differ_yes achieve_yes reward_yes netspeak_yes many_sixltr low_wps has_photo has_url  great achieved enthusiasm ralph waldo emerson ,HER
is_clout_yes is_tone_yes posemo_yes affiliation_yes achieve_yes netspeak_yes low_wps has_exclam has_photo has_url  today celebrate life founder danny thomas happy birthday ,HER
is_analytic_yes is_authentic_yes posemo_yes power_yes netspeak_yes has_photo has_hashtag has_url  patient shon coleman living dream playing bcschampionship beating cancer year ago ,HER
is_analytic_yes power_yes netspeak_yes has_photo has_url  joseph kony lord resistance army numbers ,HER
is_analytic_no is_authentic_yes insight_yes hear_yes achieve_yes power_yes low_wps none  world silent voice powerful malala yousafzai ,HER
is_tone_yes posemo_yes certain_yes power_yes netspeak_yes low_wps has_photo has_url  greatest dreams unrealistic ,HER
affiliation_yes netspeak_yes has_photo has_url  future belongs prepare today ,HER
posemo_yes negemo_yes discrep_yes affiliation_yes power_yes risk_yes netspeak_yes has_hashtag has_url  scandal richest country world hunger problem snapworks ,HER
is_authentic_yes is_tone_yes posemo_yes tentat_yes differ_yes affiliation_yes achieve_yes reward_yes netspeak_yes few_sixltr low_wps has_photo has_url  far far better things ahead leave lewis ,HER
is_tone_yes posemo_yes netspeak_yes low_wps has_exclam has_photo has_url  kids sweet visit fun decorating cupcakes ,HER
is_analytic_no is_clout_yes insight_yes affiliation_yes power_yes netspeak_yes many_sixltr has_photo has_url  attention tonight talking fundraising campaign ,HER
is_tone_yes posemo_yes cause_yes see_yes power_yes reward_yes netspeak_yes few_sixltr has_exclam has_hashtag has_url  stay good check video support kids stjude stjudeutd ,HER
is_analytic_no is_clout_yes is_authentic_yes insight_yes netspeak_yes few_sixltr has_photo has_url  live beliefs turn world henry david thoreau ,HER
is_analytic_no certain_yes differ_yes achieve_yes netspeak_yes low_wps has_photo has_url  work unless maya angelou ,HER
is_tone_yes posemo_yes achieve_yes power_yes reward_yes netspeak_yes has_exclam has_url  100 best companies work thank doctors scientists nurses staff ,HER
is_analytic_yes is_tone_yes posemo_yes affiliation_yes achieve_yes many_sixltr high_wps has_exclam has_hashtag  special thanks celebrating 25th anniversary countrycares kids ,HER
is_analytic_no is_clout_yes is_tone_yes posemo_yes certain_yes affiliation_yes few_sixltr has_exclam has_hashtag  thank participated stjude countrycares grateful support kids ,HER
is_analytic_no is_clout_yes insight_yes affiliation_yes netspeak_yes low_wps has_photo has_url  believe ,HER
is_authentic_yes is_tone_no negemo_yes sad_yes insight_yes tentat_yes differ_yes affiliation_yes power_yes netspeak_yes has_url  millions low income families choose providing heat food winter ,HER
is_analytic_no is_clout_yes cause_yes tentat_yes see_yes affiliation_yes netspeak_yes few_sixltr has_photo has_url  depends mainly look john lubbock ,HER
is_clout_yes is_authentic_yes posemo_yes insight_yes cause_yes tentat_yes power_yes netspeak_yes few_sixltr has_photo has_url  important days life day born day mark twain ,HER
is_tone_yes posemo_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes has_url  help win 100k voting coach infiniti coaches charity challenge vote ,HER
is_clout_yes is_authentic_yes posemo_yes affiliation_yes power_yes few_sixltr has_exclam none  thanks donating 10 delivery checks feb guests mention game day order ,HER
is_tone_yes posemo_yes discrep_yes differ_yes affiliation_yes achieve_yes reward_yes risk_yes high_wps none  greater example lack economic opportunity mil meals network distributes week ,HER
is_analytic_yes is_clout_yes is_tone_yes posemo_yes affiliation_yes achieve_yes power_yes reward_yes many_sixltr has_exclam has_hashtag  excited welcome memphis 2014 tri delta leadership weekend 15in5 ,HER
is_clout_yes is_tone_yes posemo_yes see_yes affiliation_yes power_yes reward_yes few_sixltr has_exclam none  score delicious meal game watching party donating 10 orders mention ,HER
is_analytic_yes is_authentic_yes insight_yes cause_yes affiliation_yes power_yes netspeak_yes has_photo has_hashtag has_url  congrats friend inducted pro football hall fame nflhonors ,HER
is_tone_yes posemo_yes differ_yes see_yes affiliation_yes power_yes netspeak_yes low_wps has_exclam has_qmark has_hashtag has_url  profile purple thanks standing strong cancer purpleyourprofile ,HER
is_analytic_yes is_tone_no negemo_yes sad_yes cause_yes see_yes netspeak_yes few_sixltr has_url  case missed clip rescue quick appearance commercial check ,HER
is_clout_no is_authentic_yes tentat_yes differ_yes power_yes netspeak_yes high_wps has_hashtag has_url  purpleyourprofile contribute account mil 12 31 14 ,HER
is_tone_yes posemo_yes discrep_yes tentat_yes differ_yes power_yes netspeak_yes has_hashtag has_url  hope world cancer day purpleyourprofile stand strong cancer ,HER
is_analytic_no is_clout_yes is_authentic_yes insight_yes affiliation_yes achieve_yes power_yes low_wps has_hashtag  today celebrating 52 years finding cures saving children worldcancerday ,HER
is_analytic_no is_tone_yes posemo_yes differ_yes affiliation_yes power_yes netspeak_yes has_exclam has_hashtag has_url  worldcancerday purpleyourprofile stand strong cancer ,HER
is_analytic_no is_clout_yes is_tone_yes posemo_yes discrep_yes affiliation_yes netspeak_yes assent_yes few_sixltr has_video has_hashtag has_url  meet real people need hunger relief programs upchat pls ,HER
is_analytic_no is_clout_yes is_tone_yes posemo_yes discrep_yes affiliation_yes achieve_yes power_yes reward_yes netspeak_yes few_sixltr has_exclam has_hashtag has_url  thank helping hit mil goal want finishthefight help purpleyourprofile ,HER
is_analytic_no is_clout_yes posemo_yes certain_yes see_yes affiliation_yes achieve_yes netspeak_yes many_sixltr low_wps has_exclam has_hashtag has_url  thank celebrating mil purple profiles birthdays represent let finishthefight ,HER
is_analytic_yes is_tone_yes posemo_yes cause_yes affiliation_yes power_yes netspeak_yes many_sixltr has_hashtag has_url  applaud ending sale tobacco products important step save lives cvsquits ,HER
is_analytic_yes posemo_yes hear_yes affiliation_yes netspeak_yes has_exclam has_hashtag has_url  love song yourealwayshere 25 purchase price download goes ,HER
certain_yes netspeak_yes few_sixltr low_wps has_photo has_url  little girl deserves clean water like ,HER
is_analytic_no is_clout_yes is_tone_yes posemo_yes discrep_yes tentat_yes affiliation_yes netspeak_yes low_wps has_photo has_url  share encourage needs ,HER
is_analytic_no insight_yes discrep_yes tentat_yes differ_yes netspeak_yes few_sixltr has_url  items know local food bank needs ,HER
is_analytic_yes is_tone_yes posemo_yes certain_yes affiliation_yes netspeak_yes few_sixltr low_wps has_exclam has_photo has_url  happy valentine day khamoni kids st jude ,HER
is_analytic_no is_clout_no is_authentic_yes differ_yes netspeak_yes few_sixltr has_photo has_url  born corner world native land lucius annaeus seneca ,HER
is_analytic_yes is_authentic_yes is_tone_no negemo_yes insight_yes netspeak_yes has_hashtag has_url  st jude discovers new twist nerve damage als lou gehrig disease ,HER
is_clout_yes posemo_yes certain_yes affiliation_yes achieve_yes power_yes netspeak_yes has_url  st jude patient pledges raise 28 000 honor birthday celebrated help ,HER
is_authentic_yes insight_yes cause_yes tentat_yes netspeak_yes many_sixltr has_hashtag has_url  st jude makes genetic finding childhoodcancer ependymoma spur new treatments ,HER
is_clout_yes is_authentic_yes tentat_yes certain_yes affiliation_yes risk_yes many_sixltr has_hashtag  stopping injustice responsibility humanity today stand solidarity enditmovement ,HER
is_clout_no is_authentic_yes is_tone_yes posemo_yes cause_yes differ_yes netspeak_yes few_sixltr high_wps has_photo has_url  greater joy endlessly changing horizon day new different sun ,HER
is_authentic_yes insight_yes cause_yes differ_yes see_yes affiliation_yes achieve_yes many_sixltr has_exclam has_hashtag  today day national colorectal cancer awareness month making progress coloncancer ,HER
is_analytic_yes is_tone_yes posemo_yes tentat_yes hear_yes affiliation_yes achieve_yes power_yes reward_yes many_sixltr low_wps has_exclam has_hashtag  good luck tonight awards nominated best original song ordinary love oscars ,HER
is_analytic_yes affiliation_yes achieve_yes power_yes many_sixltr low_wps has_exclam has_hashtag  huge congrats bestsupportingactor sodeserved dallasbuyersclub teamrayon oscars ,HER
is_analytic_yes posemo_yes certain_yes hear_yes achieve_yes power_yes reward_yes high_wps has_hashtag  dreamers takes oscar incredible speech honors 36mm died aids endofaids ,HER
is_analytic_yes posemo_yes negemo_yes anger_yes differ_yes many_sixltr has_hashtag  congrats matthew bestactor brilliantly portraying ron woodroof fight aids oscars ,HER
is_analytic_no is_clout_yes posemo_yes discrep_yes tentat_yes differ_yes affiliation_yes netspeak_yes assent_yes few_sixltr low_wps has_photo has_url  retweet agree matter dreams valid lupita nyong ,HER
is_analytic_yes is_tone_yes posemo_yes cause_yes affiliation_yes netspeak_yes many_sixltr has_exclam has_hashtag  thanks oscars fans breaking retweet record donated 5m ,HER
is_analytic_yes is_tone_yes posemo_yes affiliation_yes achieve_yes power_yes risk_yes netspeak_yes has_exclam has_photo has_hashtag has_url  retweet help spread word importance prevention screening coloncancer ,HER
is_analytic_yes posemo_yes achieve_yes risk_yes netspeak_yes assent_yes high_wps has_photo has_hashtag has_url  pls spread word importance prevention screening coloncancer ,HER
is_analytic_yes posemo_yes see_yes netspeak_yes assent_yes many_sixltr has_exclam has_photo has_hashtag has_url  samsung selfie thanks donating oscars selfie proceeds ,HER
is_analytic_yes is_authentic_yes is_tone_yes posemo_yes many_sixltr low_wps has_exclam has_hashtag  happy year anniversary kony2012 ,HER
is_analytic_no is_authentic_yes power_yes netspeak_yes few_sixltr has_url  food banks resort smaller food budgets snap cuts ,HER
is_analytic_no posemo_yes negemo_yes anx_yes cause_yes power_yes risk_yes netspeak_yes has_exclam has_photo has_hashtag has_url  new infographic catching coloncancer early greatest risk prevent ,HER
is_analytic_no is_clout_yes cause_yes affiliation_yes netspeak_yes has_photo has_hashtag has_url  woman generates income reinvests 90 family community womensday ,HER
posemo_yes tentat_yes reward_yes netspeak_yes low_wps has_photo has_url  sophia bush wearing favorite ic accessories accessories sale tuesday ,HER
is_clout_yes is_tone_yes posemo_yes affiliation_yes netspeak_yes few_sixltr high_wps has_url  following story patient josh hardy pleased share latest update ,HER
